#dates               Model               
2016-06-01T00:00:00 +3.26366306885972647933e+01
2016-06-02T00:00:00 +3.27068215303759615153e+01
2016-06-03T00:00:00 +3.29698682767747826006e+01
2016-06-04T00:00:00 +3.22784672188905403800e+01
2016-06-05T00:00:00 +3.24588119245446122818e+01
2016-06-06T00:00:00 +3.20954065292425383404e+01
2016-06-07T00:00:00 +3.05284891167682346236e+01
2016-06-08T00:00:00 +2.95383267470810295663e+01
2016-06-09T00:00:00 +2.94806211682808054775e+01
2016-06-10T00:00:00 +3.13950018431257511509e+01
2016-06-11T00:00:00 +3.09786140238942486747e+01
2016-06-12T00:00:00 +3.23711720967716303221e+01
2016-06-13T00:00:00 +2.94161807328524709249e+01
2016-06-14T00:00:00 +3.05825904199804021744e+01
2016-06-15T00:00:00 +2.93761982930842151518e+01
2016-06-16T00:00:00 +3.00684413523185192219e+01
2016-06-17T00:00:00 +3.00426773886026410310e+01
2016-06-18T00:00:00 +2.88620670901723492818e+01
2016-06-19T00:00:00 +3.00986571940240281720e+01
2016-06-20T00:00:00 +3.01497536606508340640e+01
2016-06-21T00:00:00 +2.85857745548247734746e+01
2016-06-22T00:00:00 +3.01173871651643771941e+01
2016-06-23T00:00:00 +2.98072721556320807679e+01
2016-06-24T00:00:00 +2.96213242047234324161e+01
2016-06-25T00:00:00 +2.94782225451722226239e+01
2016-06-26T00:00:00 +2.99367652271136890363e+01
2016-06-27T00:00:00 +3.11251142614525768693e+01
2016-06-28T00:00:00 +2.89701665301341897418e+01
2016-06-29T00:00:00 +2.94648560309945786173e+01
2016-06-30T00:00:00 +2.99459772501631142916e+01
2016-07-01T00:00:00 +3.03175481221349940597e+01
2016-07-02T00:00:00 +2.91712832212533683673e+01
2016-07-03T00:00:00 +3.13908676886563640096e+01
2016-07-04T00:00:00 +2.99502787926228997151e+01
2016-07-05T00:00:00 +3.00856095700002192928e+01
2016-07-06T00:00:00 +2.80095451102286858713e+01
2016-07-07T00:00:00 +2.95679274998815593278e+01
2016-07-08T00:00:00 +3.06493487026316770994e+01
2016-07-09T00:00:00 +3.12396645518545241771e+01
2016-07-10T00:00:00 +3.19090562735485860912e+01
2016-07-11T00:00:00 +2.99944455858590899311e+01
2016-07-12T00:00:00 +3.17798926135774273405e+01
2016-07-13T00:00:00 +3.18170944073330161928e+01
2016-07-14T00:00:00 +3.33004749593159417032e+01
2016-07-15T00:00:00 +2.94800028907501001640e+01
2016-07-16T00:00:00 +3.16095095487472477203e+01
2016-07-17T00:00:00 +3.29736439656283266686e+01
2016-07-18T00:00:00 +3.32170456945395642379e+01
2016-07-19T00:00:00 +3.44501759924738948371e+01
2016-07-20T00:00:00 +3.24792126391594280221e+01
2016-07-21T00:00:00 +3.18195104533732475716e+01
2016-07-22T00:00:00 +3.48271544030969337769e+01
2016-07-23T00:00:00 +3.26952281705484466556e+01
2016-07-24T00:00:00 +3.41056235363765907209e+01
2016-07-25T00:00:00 +3.60620983039687175165e+01
2016-07-26T00:00:00 +3.34340326839282724336e+01
2016-07-27T00:00:00 +3.59106308841477925853e+01
2016-07-28T00:00:00 +3.66267469319996337163e+01
2016-07-29T00:00:00 +3.41040733938685818316e+01
2016-07-30T00:00:00 +3.63078697256781168790e+01
2016-07-31T00:00:00 +3.95380103629832930778e+01
2016-08-01T00:00:00 +3.78036586278576578479e+01
2016-08-02T00:00:00 +3.83368620336740377752e+01
2016-08-03T00:00:00 +3.81013170528034095241e+01
2016-08-04T00:00:00 +3.93885814231275617203e+01
2016-08-05T00:00:00 +3.67132967111402095384e+01
2016-08-06T00:00:00 +3.93850746520429382258e+01
2016-08-07T00:00:00 +4.01386005372391920787e+01
2016-08-08T00:00:00 +3.83853188683475821108e+01
2016-08-09T00:00:00 +3.87586822989325838762e+01
2016-08-10T00:00:00 +3.87252523803235391142e+01
2016-08-11T00:00:00 +4.06457787463362762992e+01
2016-08-12T00:00:00 +4.12773844868223775961e+01
2016-08-13T00:00:00 +3.95674584118906622621e+01
2016-08-14T00:00:00 +4.21893672081210695524e+01
2016-08-15T00:00:00 +4.09399858993800336293e+01
2016-08-16T00:00:00 +4.09106392045317193151e+01
2016-08-17T00:00:00 +4.18041115519433930103e+01
2016-08-18T00:00:00 +4.33921563715204925415e+01
2016-08-19T00:00:00 +4.38331937201214785205e+01
2016-08-20T00:00:00 +4.36004984151699801487e+01
2016-08-21T00:00:00 +4.34393869268536718664e+01
2016-08-22T00:00:00 +4.32824250622314039560e+01
2016-08-23T00:00:00 +4.43260313172077644595e+01
2016-08-24T00:00:00 +4.38624910660934190787e+01
2016-08-25T00:00:00 +4.33799164475856002809e+01
2016-08-26T00:00:00 +4.61080820202037529043e+01
2016-08-27T00:00:00 +4.50592214335464120722e+01
2016-08-28T00:00:00 +4.62178178280729881067e+01
2016-08-29T00:00:00 +4.75107495533783961150e+01
2016-08-30T00:00:00 +4.67976865806259283431e+01
2016-08-31T00:00:00 +4.68007760308017211059e+01
2016-09-01T00:00:00 +4.71327021295001102885e+01
2016-09-02T00:00:00 +4.74488370437590205597e+01
2016-09-03T00:00:00 +4.99402917885817956289e+01
2016-09-04T00:00:00 +4.77394569792747418546e+01
2016-09-05T00:00:00 +5.00251175547496274021e+01
2016-09-06T00:00:00 +5.03164694316236662530e+01
2016-09-07T00:00:00 +5.17511932464654620389e+01
2016-09-08T00:00:00 +4.91766755703455089588e+01
2016-09-09T00:00:00 +5.02698347219950179010e+01
2016-09-10T00:00:00 +5.29177307465593216307e+01
2016-09-11T00:00:00 +4.99804339199663587578e+01
2016-09-12T00:00:00 +5.17664013874651089964e+01
2016-09-13T00:00:00 +5.03567319414953047385e+01
2016-09-14T00:00:00 +5.10167757023800234606e+01
2016-09-15T00:00:00 +5.29006871190758971579e+01
2016-09-16T00:00:00 +5.27753950205213229196e+01
2016-09-17T00:00:00 +5.23385067059561635006e+01
2016-09-18T00:00:00 +5.36833878849751684470e+01
2016-09-19T00:00:00 +5.43060431579601328167e+01
2016-09-20T00:00:00 +5.05449007288611724675e+01
2016-09-21T00:00:00 +5.38599047171951852420e+01
2016-09-22T00:00:00 +5.67387898877033265421e+01
2016-09-23T00:00:00 +5.41152103361650489433e+01
2016-09-24T00:00:00 +5.26249503552075097446e+01
2016-09-25T00:00:00 +5.41914042110256346518e+01
2016-09-26T00:00:00 +5.30107781251455350002e+01
2016-09-27T00:00:00 +5.46931826181158555755e+01
2016-09-28T00:00:00 +5.25694070508530444386e+01
2016-09-29T00:00:00 +5.34054297245806708361e+01
2016-09-30T00:00:00 +5.30164120552228297356e+01
2016-10-01T00:00:00 +5.42843049135880306721e+01
2016-10-02T00:00:00 +5.18323542631293037175e+01
2016-10-03T00:00:00 +5.43222959727871881341e+01
2016-10-04T00:00:00 +5.36080195770577105918e+01
2016-10-05T00:00:00 +5.54048316126167961215e+01
2016-10-06T00:00:00 +5.39025379960988786365e+01
2016-10-07T00:00:00 +5.35585149772367969945e+01
2016-10-08T00:00:00 +5.35162163889858035759e+01
2016-10-09T00:00:00 +5.29783601788004787636e+01
2016-10-10T00:00:00 +5.40622381800636304661e+01
2016-10-11T00:00:00 +5.17325132241697005497e+01
2016-10-12T00:00:00 +5.27957954477585289510e+01
2016-10-13T00:00:00 +5.24538619465487059301e+01
2016-10-14T00:00:00 +5.28882279503485293048e+01
2016-10-15T00:00:00 +5.39343059509378761618e+01
2016-10-16T00:00:00 +5.27909945349496751987e+01
2016-10-17T00:00:00 +4.99499656738000012979e+01
2016-10-18T00:00:00 +5.10405748020835972056e+01
2016-10-19T00:00:00 +5.14407085743749235007e+01
2016-10-20T00:00:00 +5.13939670385975091449e+01
2016-10-21T00:00:00 +5.01189569088960098497e+01
2016-10-22T00:00:00 +5.34083641470902250603e+01
2016-10-23T00:00:00 +5.00663650827903623508e+01
2016-10-24T00:00:00 +5.03584530638593932395e+01
2016-10-25T00:00:00 +4.91115716306395739821e+01
2016-10-26T00:00:00 +4.95488489332542201282e+01
2016-10-27T00:00:00 +4.92591137323381786928e+01
2016-10-28T00:00:00 +4.83382672410648766004e+01
2016-10-29T00:00:00 +5.08246549912294511842e+01
2016-10-30T00:00:00 +4.91902778534881761630e+01
2016-10-31T00:00:00 +4.87678692416351253769e+01
2016-11-01T00:00:00 +4.74343932509274139875e+01
2016-11-02T00:00:00 +4.86814565362515949687e+01
2016-11-03T00:00:00 +4.71635809577529983017e+01
2016-11-04T00:00:00 +4.62487211774268942577e+01
2016-11-05T00:00:00 +4.56483414490062813229e+01
2016-11-06T00:00:00 +4.42425149929419632144e+01
2016-11-07T00:00:00 +4.78045506184445372355e+01
2016-11-08T00:00:00 +4.37592054580636329320e+01
2016-11-09T00:00:00 +4.47224940842953913034e+01
2016-11-10T00:00:00 +4.52438772443254038080e+01
2016-11-11T00:00:00 +4.36065717747865519982e+01
2016-11-12T00:00:00 +4.33535109236741647010e+01
2016-11-13T00:00:00 +4.35371356246730485395e+01
2016-11-14T00:00:00 +4.44485843333542547384e+01
2016-11-15T00:00:00 +4.37184162660627393393e+01
2016-11-16T00:00:00 +4.02236269372130976762e+01
2016-11-17T00:00:00 +3.97929146705709513299e+01
2016-11-18T00:00:00 +4.04540896256225082084e+01
2016-11-19T00:00:00 +3.84850644444316145609e+01
2016-11-20T00:00:00 +4.01434864477975352770e+01
2016-11-21T00:00:00 +3.89523857965160615890e+01
2016-11-22T00:00:00 +4.05729343392031864823e+01
2016-11-23T00:00:00 +3.80505198775555513180e+01
2016-11-24T00:00:00 +3.84207128922103891000e+01
2016-11-25T00:00:00 +3.74886138891933526907e+01
2016-11-26T00:00:00 +3.73812892324233558838e+01
2016-11-27T00:00:00 +3.77956360067467116437e+01
2016-11-28T00:00:00 +3.67024041455193383854e+01
2016-11-29T00:00:00 +3.76307453265003317711e+01
2016-11-30T00:00:00 +3.60006070671207822897e+01
2016-12-01T00:00:00 +3.40406100005825464905e+01
2016-12-02T00:00:00 +3.44463469053317510316e+01
2016-12-03T00:00:00 +3.42357607784480677537e+01
2016-12-04T00:00:00 +3.43344633203690321466e+01
2016-12-05T00:00:00 +3.30016224789857943733e+01
2016-12-06T00:00:00 +3.25921656180021415139e+01
2016-12-07T00:00:00 +3.21745108483478787775e+01
2016-12-08T00:00:00 +3.21869116367359282549e+01
2016-12-09T00:00:00 +3.33134337384939129834e+01
2016-12-10T00:00:00 +3.26951759830359378611e+01
2016-12-11T00:00:00 +3.12466938093724202474e+01
2016-12-12T00:00:00 +3.06556202432090927346e+01
2016-12-13T00:00:00 +3.07369036595743523321e+01
2016-12-14T00:00:00 +3.05023942269783709946e+01
2016-12-15T00:00:00 +3.12148476483665788805e+01
2016-12-16T00:00:00 +3.00803090260543477541e+01
2016-12-17T00:00:00 +2.88832226856394491676e+01
2016-12-18T00:00:00 +2.84152749309618783968e+01
2016-12-19T00:00:00 +2.92284419921333764592e+01
2016-12-20T00:00:00 +2.90648942309692621677e+01
2016-12-21T00:00:00 +2.78000635661093475903e+01
2016-12-22T00:00:00 +2.80385456938742549937e+01
2016-12-23T00:00:00 +3.01710819924160560390e+01
2016-12-24T00:00:00 +2.78939231130864300212e+01
2016-12-25T00:00:00 +2.78062693820946797985e+01
2016-12-26T00:00:00 +2.84014272006214945065e+01
2016-12-27T00:00:00 +2.99601430219853774872e+01
2016-12-28T00:00:00 +2.90166263308002783106e+01
2016-12-29T00:00:00 +2.84710719711774196128e+01
2016-12-30T00:00:00 +2.66501372190378909011e+01
2016-12-31T00:00:00 +2.88105387220359006051e+01
2017-01-01T00:00:00 -7.21376984277415971292e+01
2017-01-02T00:00:00 -7.18397305638845296016e+01
2017-01-03T00:00:00 -7.23548448965572674751e+01
2017-01-04T00:00:00 -7.23907771602993790339e+01
2017-01-05T00:00:00 -6.97771810076802410094e+01
2017-01-06T00:00:00 -7.22343164866116040912e+01
2017-01-07T00:00:00 -7.18327247466378082663e+01
2017-01-08T00:00:00 -7.22904072996445847821e+01
2017-01-09T00:00:00 -7.29319215829457192513e+01
2017-01-10T00:00:00 -7.06334650959998526787e+01
2017-01-11T00:00:00 -7.18028850668173674876e+01
2017-01-12T00:00:00 -7.16705395362437513995e+01
2017-01-13T00:00:00 -7.03643096756545673998e+01
2017-01-14T00:00:00 -7.14897805920788869116e+01
2017-01-15T00:00:00 -7.12457988379638607057e+01
2017-01-16T00:00:00 -6.97994355427767771971e+01
2017-01-17T00:00:00 -7.16682269347498106526e+01
2017-01-18T00:00:00 -6.98424107358275421120e+01
2017-01-19T00:00:00 -7.03404012935762779080e+01
2017-01-20T00:00:00 -6.89094165664814113370e+01
2017-01-21T00:00:00 -6.97817198238394240661e+01
2017-01-22T00:00:00 -6.83630264564376091130e+01
2017-01-23T00:00:00 -6.87717339351187462171e+01
2017-01-24T00:00:00 -6.87969812717663700141e+01
2017-01-25T00:00:00 -6.71070632173171759405e+01
2017-01-26T00:00:00 -6.93006843585211100844e+01
2017-01-27T00:00:00 -6.64447448000354654596e+01
2017-01-28T00:00:00 -6.75953778241175768926e+01
2017-01-29T00:00:00 -6.75933403918714361680e+01
2017-01-30T00:00:00 -6.52133772831866735942e+01
2017-01-31T00:00:00 -6.38390783045804752760e+01
2017-02-01T00:00:00 -6.44308621980847675559e+01
2017-02-02T00:00:00 -6.46166524843151108826e+01
2017-02-03T00:00:00 -6.42492227926450141240e+01
2017-02-04T00:00:00 -6.40925298174823012687e+01
2017-02-05T00:00:00 -6.42821933431689842564e+01
2017-02-06T00:00:00 -6.23208687816328179565e+01
2017-02-07T00:00:00 -6.16454686951752535151e+01
2017-02-08T00:00:00 -6.12449146250793390323e+01
2017-02-09T00:00:00 -6.17613132128986421776e+01
2017-02-10T00:00:00 -5.92446154256671917437e+01
2017-02-11T00:00:00 -5.98968718293594761803e+01
2017-02-12T00:00:00 -5.97753255918191825913e+01
2017-02-13T00:00:00 -5.92202441044809617665e+01
2017-02-14T00:00:00 -5.83697994464667573311e+01
2017-02-15T00:00:00 -5.70371072524248319269e+01
2017-02-16T00:00:00 -5.70776778877382398036e+01
2017-02-17T00:00:00 -5.56795551731998017431e+01
2017-02-18T00:00:00 -5.60071079100520634597e+01
2017-02-19T00:00:00 -5.51594244248451985868e+01
2017-02-20T00:00:00 -5.66574653483637007412e+01
2017-02-21T00:00:00 -5.28226580182042511069e+01
2017-02-22T00:00:00 -5.33537640144868348102e+01
2017-02-23T00:00:00 -5.33840099422458536083e+01
2017-02-24T00:00:00 -5.16643666716488212387e+01
2017-02-25T00:00:00 -5.02797313552281579518e+01
2017-02-26T00:00:00 -5.11484085168193018944e+01
2017-02-27T00:00:00 -4.98294779004740107098e+01
2017-02-28T00:00:00 -5.04467391022877791329e+01
2017-03-01T00:00:00 -4.83381133475400375232e+01
2017-03-02T00:00:00 -4.99441851908830187767e+01
2017-03-03T00:00:00 -4.73552829041528866583e+01
2017-03-04T00:00:00 -4.75352286785080266895e+01
2017-03-05T00:00:00 -4.73857172531023920214e+01
2017-03-06T00:00:00 -4.48425437359824741179e+01
2017-03-07T00:00:00 -4.50172541171000730742e+01
2017-03-08T00:00:00 -4.46835751501879485659e+01
2017-03-09T00:00:00 -4.43477731282685780911e+01
2017-03-10T00:00:00 -4.23263146031925856505e+01
2017-03-11T00:00:00 -4.45374728705532021422e+01
2017-03-12T00:00:00 -4.31548358215656691073e+01
2017-03-13T00:00:00 -4.22581467574287046318e+01
2017-03-14T00:00:00 -4.07325514396352801327e+01
2017-03-15T00:00:00 -4.10152346485029113410e+01
2017-03-16T00:00:00 -3.78819606998745186388e+01
2017-03-17T00:00:00 -3.90339407794087733805e+01
2017-03-18T00:00:00 -3.93573094527781250918e+01
2017-03-19T00:00:00 -3.71111785338146802360e+01
2017-03-20T00:00:00 -3.90752944509285384811e+01
2017-03-21T00:00:00 -3.77288861964305866081e+01
2017-03-22T00:00:00 -3.68711676632231117878e+01
2017-03-23T00:00:00 -3.60383335069683710117e+01
2017-03-24T00:00:00 -3.54965307370693352595e+01
2017-03-25T00:00:00 -3.53222085658029101296e+01
2017-03-26T00:00:00 -3.59375812090221913309e+01
2017-03-27T00:00:00 -3.42532443220681273033e+01
2017-03-28T00:00:00 -3.30328573313186737437e+01
2017-03-29T00:00:00 -3.26213874067335893869e+01
2017-03-30T00:00:00 -3.32063461655764839975e+01
2017-03-31T00:00:00 -3.22907235452803007547e+01
2017-04-01T00:00:00 -3.24999285466958340862e+01
2017-04-02T00:00:00 -3.20991994964108258159e+01
2017-04-03T00:00:00 -3.16943597917466348690e+01
2017-04-04T00:00:00 -2.90916329749409889871e+01
2017-04-05T00:00:00 -2.98993660019674791783e+01
2017-04-06T00:00:00 -3.00852008407137319068e+01
2017-04-07T00:00:00 -3.01964950028470724419e+01
2017-04-08T00:00:00 -2.95375853148007649907e+01
2017-04-09T00:00:00 -3.00434069336657181282e+01
2017-04-10T00:00:00 -2.87644865823091109291e+01
2017-04-11T00:00:00 -2.85478338594550002938e+01
2017-04-12T00:00:00 -2.86819480909069213226e+01
2017-04-13T00:00:00 -2.91133968336121888854e+01
2017-04-14T00:00:00 -2.73718744464859469190e+01
2017-04-15T00:00:00 -2.80577778847850325405e+01
2017-04-16T00:00:00 -2.79046103952930266701e+01
2017-04-17T00:00:00 -2.60681183406614174203e+01
2017-04-18T00:00:00 -2.76375586989999995069e+01
2017-04-19T00:00:00 -2.58153386740449271031e+01
2017-04-20T00:00:00 -2.74837914747899141332e+01
2017-04-21T00:00:00 -2.68375395366734288416e+01
2017-04-22T00:00:00 -2.68725314772108845318e+01
2017-04-23T00:00:00 -2.71585292753589513381e+01
2017-04-24T00:00:00 -2.66188118640691655514e+01
2017-04-25T00:00:00 -2.45747911317850515900e+01
2017-04-26T00:00:00 -2.54619114801334553988e+01
2017-04-27T00:00:00 -2.58867584121282554577e+01
2017-04-28T00:00:00 -2.50892281293510990281e+01
2017-04-29T00:00:00 -2.52314586042113937481e+01
2017-04-30T00:00:00 -2.69625641226364152203e+01
2017-05-01T00:00:00 -2.47836484933682541509e+01
2017-05-02T00:00:00 -2.48123882417774268561e+01
2017-05-03T00:00:00 -2.53149398509243468425e+01
2017-05-04T00:00:00 -2.59365539550665680224e+01
2017-05-05T00:00:00 -2.62735511278353577325e+01
2017-05-06T00:00:00 -2.51700666699259656411e+01
2017-05-07T00:00:00 -2.58689413153623348762e+01
2017-05-08T00:00:00 -2.51480792841005822424e+01
2017-05-09T00:00:00 -2.54602073286985834955e+01
2017-05-10T00:00:00 -2.43925848266405758125e+01
2017-05-11T00:00:00 -2.48884598048958523009e+01
2017-05-12T00:00:00 -2.53117343025330754358e+01
2017-05-13T00:00:00 -2.51541583951539315933e+01
2017-05-14T00:00:00 -2.51194765016184895501e+01
2017-05-15T00:00:00 -2.52517988486797548831e+01
2017-05-16T00:00:00 -2.62902250188855752810e+01
2017-05-17T00:00:00 -2.77801363935747680500e+01
2017-05-18T00:00:00 -2.62097701374815628128e+01
2017-05-19T00:00:00 -2.63102384256370100957e+01
2017-05-20T00:00:00 -2.59317412839416405745e+01
2017-05-21T00:00:00 -2.49604009567746878417e+01
2017-05-22T00:00:00 -2.61892887899032480448e+01
2017-05-23T00:00:00 -2.77884674328187415426e+01
2017-05-24T00:00:00 -2.85611922813346161831e+01
2017-05-25T00:00:00 -2.85791248827039403579e+01
2017-05-26T00:00:00 -2.63215636468643872092e+01
2017-05-27T00:00:00 -2.79921934897972803924e+01
2017-05-28T00:00:00 -2.87741080545552385672e+01
2017-05-29T00:00:00 -2.69545055065640575265e+01
2017-05-30T00:00:00 -2.81842607286546389389e+01
2017-05-31T00:00:00 -2.82975630250752594463e+01
2017-06-01T00:00:00 -2.78547601713282055869e+01
2017-06-02T00:00:00 -3.06755300647434232530e+01
2017-06-03T00:00:00 -2.84428211255536211866e+01
2017-06-04T00:00:00 -2.65170760956376199147e+01
2017-06-05T00:00:00 -2.98326090312357727896e+01
2017-06-06T00:00:00 -2.91128282563608067335e+01
2017-06-07T00:00:00 -3.10392425559914393318e+01
2017-06-08T00:00:00 -3.08073756163890166704e+01
2017-06-09T00:00:00 -3.06411258383230062918e+01
2017-06-10T00:00:00 -2.74695742367418418439e+01
2017-06-11T00:00:00 -3.01630545737023965103e+01
2017-06-12T00:00:00 -3.17101603045253526147e+01
2017-06-13T00:00:00 -3.19205117579055510646e+01
2017-06-14T00:00:00 -3.11297694645234912514e+01
2017-06-15T00:00:00 -2.92536242005447846282e+01
2017-06-16T00:00:00 -2.92455662724198823810e+01
2017-06-17T00:00:00 -2.94262387168439509821e+01
2017-06-18T00:00:00 -3.16108078425072882567e+01
2017-06-19T00:00:00 -2.88637882980710465120e+01
2017-06-20T00:00:00 -2.99840794945089754719e+01
2017-06-21T00:00:00 -3.07850434052766317450e+01
2017-06-22T00:00:00 -3.02006719316630167782e+01
2017-06-23T00:00:00 -2.92886364429490591021e+01
2017-06-24T00:00:00 -3.02464850024127720474e+01
2017-06-25T00:00:00 -2.93175117377920635420e+01
2017-06-26T00:00:00 -2.96507612678580265708e+01
2017-06-27T00:00:00 -2.86683318191329838953e+01
2017-06-28T00:00:00 -2.96467336811327619728e+01
2017-06-29T00:00:00 -2.94566157613754491251e+01
2017-06-30T00:00:00 -3.00111277733047785432e+01
2017-07-01T00:00:00 -2.94824070072139150511e+01
2017-07-02T00:00:00 -3.09559958312967147265e+01
2017-07-03T00:00:00 -2.84966332306672782693e+01
2017-07-04T00:00:00 -3.07480093211695084676e+01
2017-07-05T00:00:00 -2.91741447254767720665e+01
2017-07-06T00:00:00 -3.03281850386323945656e+01
2017-07-07T00:00:00 -2.88762877054413955591e+01
2017-07-08T00:00:00 -2.75311240524138973740e+01
2017-07-09T00:00:00 -2.92889292043183999681e+01
2017-07-10T00:00:00 -2.89962571122173962124e+01
2017-07-11T00:00:00 -2.90806058259129365240e+01
2017-07-12T00:00:00 -2.95513534519457046201e+01
2017-07-13T00:00:00 -2.76671239881269883654e+01
2017-07-14T00:00:00 -2.79575053696388415858e+01
2017-07-15T00:00:00 -2.93624811048185883067e+01
2017-07-16T00:00:00 -2.77152156353065564076e+01
2017-07-17T00:00:00 -2.71171310134074481368e+01
2017-07-18T00:00:00 -2.79848294094760952078e+01
2017-07-19T00:00:00 -2.63720941247946356611e+01
2017-07-20T00:00:00 -2.82137947285297592259e+01
2017-07-21T00:00:00 -2.68478638450015623107e+01
2017-07-22T00:00:00 -2.80921853145787281392e+01
2017-07-23T00:00:00 -2.71414768453605610432e+01
2017-07-24T00:00:00 -2.51092333278748611747e+01
2017-07-25T00:00:00 -2.64701218760147760634e+01
2017-07-26T00:00:00 -2.72232656983965384256e+01
2017-07-27T00:00:00 -2.65718015889305370081e+01
2017-07-28T00:00:00 -2.57945657030684714073e+01
2017-07-29T00:00:00 -2.32846669636092933331e+01
2017-07-30T00:00:00 -2.35719916453066105078e+01
2017-07-31T00:00:00 -2.47633946885023590312e+01
2017-08-01T00:00:00 -2.39643350834809751859e+01
2017-08-02T00:00:00 -2.27403560118719703098e+01
2017-08-03T00:00:00 -2.27995674088975270877e+01
2017-08-04T00:00:00 -2.16107299773614371929e+01
2017-08-05T00:00:00 -2.27044891085787163831e+01
2017-08-06T00:00:00 -2.17951084713078344635e+01
2017-08-07T00:00:00 -2.17405996148940197088e+01
2017-08-08T00:00:00 -2.20135991581651353499e+01
2017-08-09T00:00:00 -2.08327284957583920288e+01
2017-08-10T00:00:00 -2.21626980600657219611e+01
2017-08-11T00:00:00 -2.01458386157217823609e+01
2017-08-12T00:00:00 -2.06698777196023115721e+01
2017-08-13T00:00:00 -1.84338654119730911418e+01
2017-08-14T00:00:00 -1.95482458913478112095e+01
2017-08-15T00:00:00 -2.01503038068633024693e+01
2017-08-16T00:00:00 -1.79421951363593805695e+01
2017-08-17T00:00:00 -1.71601536913284746788e+01
2017-08-18T00:00:00 -1.64031290976193773190e+01
2017-08-19T00:00:00 -1.84977477298373358394e+01
2017-08-20T00:00:00 -1.70802937186071019937e+01
2017-08-21T00:00:00 -1.71317853079156492413e+01
2017-08-22T00:00:00 -1.60176866576980785339e+01
2017-08-23T00:00:00 -1.44723779283317242061e+01
2017-08-24T00:00:00 -1.71384745244565834810e+01
2017-08-25T00:00:00 -1.41099254716362878526e+01
2017-08-26T00:00:00 -1.41623479948497248415e+01
2017-08-27T00:00:00 -1.42753677419745272914e+01
2017-08-28T00:00:00 -1.33298419246967014828e+01
2017-08-29T00:00:00 -1.37774327326682950456e+01
2017-08-30T00:00:00 -1.22394167797082289439e+01
2017-08-31T00:00:00 -1.21848584766165899396e+01
2017-09-01T00:00:00 -1.29199817611465448408e+01
2017-09-02T00:00:00 -1.14381564231095254058e+01
2017-09-03T00:00:00 -1.14662850233064119720e+01
2017-09-04T00:00:00 -1.03347610255024520143e+01
2017-09-05T00:00:00 -1.06900079297092602815e+01
2017-09-06T00:00:00 -1.18124317870085775439e+01
2017-09-07T00:00:00 -9.37578398573266014182e+00
2017-09-08T00:00:00 -9.41463142955315390736e+00
2017-09-09T00:00:00 -1.23320002716165646461e+01
2017-09-10T00:00:00 -8.60280920410828287004e+00
2017-09-11T00:00:00 -1.05933607046433237997e+01
2017-09-12T00:00:00 -8.96977831906806244433e+00
2017-09-13T00:00:00 -9.82254390965164247973e+00
2017-09-14T00:00:00 -7.75711012747677131074e+00
2017-09-15T00:00:00 -7.97314349690787338432e+00
2017-09-16T00:00:00 -7.95991861618026064207e+00
2017-09-17T00:00:00 -6.03589606282922375158e+00
2017-09-18T00:00:00 -6.36590023860021148039e+00
2017-09-19T00:00:00 -7.39605801097332715699e+00
2017-09-20T00:00:00 -6.02827748879853686503e+00
2017-09-21T00:00:00 -8.42468245553212113919e+00
2017-09-22T00:00:00 -5.66048366561665261543e+00
2017-09-23T00:00:00 -7.57990773724800703803e+00
2017-09-24T00:00:00 -6.90375055258601122432e+00
2017-09-25T00:00:00 -7.02904231294350978487e+00
2017-09-26T00:00:00 -5.48277690297950925924e+00
2017-09-27T00:00:00 -7.23639404136155661718e+00
2017-09-28T00:00:00 -6.33162678318625182783e+00
2017-09-29T00:00:00 -6.55370454275043812231e+00
2017-09-30T00:00:00 -6.74398445293732606842e+00
2017-10-01T00:00:00 -5.33729687643840833289e+00
2017-10-02T00:00:00 -6.03830910375091178821e+00
2017-10-03T00:00:00 -5.56632160952537446974e+00
2017-10-04T00:00:00 -6.47665539136865220371e+00
2017-10-05T00:00:00 -6.32010172140328307933e+00
2017-10-06T00:00:00 -5.28253829242515138276e+00
2017-10-07T00:00:00 -5.73097155274705727379e+00
2017-10-08T00:00:00 -5.79610562916470684058e+00
2017-10-09T00:00:00 -5.54573814150435140391e+00
2017-10-10T00:00:00 -7.97092999758773856911e+00
2017-10-11T00:00:00 -5.58780973365236377504e+00
2017-10-12T00:00:00 -6.20242837361069376811e+00
2017-10-13T00:00:00 -6.81972070000447416760e+00
2017-10-14T00:00:00 -7.42389822175045566155e+00
2017-10-15T00:00:00 -6.81559288504772808892e+00
2017-10-16T00:00:00 -7.84013538842611978907e+00
2017-10-17T00:00:00 -9.09284491485278323353e+00
2017-10-18T00:00:00 -8.01346670666301008623e+00
2017-10-19T00:00:00 -7.46377915659639512569e+00
2017-10-20T00:00:00 -7.78006548644990658659e+00
2017-10-21T00:00:00 -9.09062793613276909355e+00
2017-10-22T00:00:00 -7.19927395191737673485e+00
2017-10-23T00:00:00 -8.74444826423214749411e+00
2017-10-24T00:00:00 -8.14883168218671727345e+00
2017-10-25T00:00:00 -8.71356753291633623348e+00
2017-10-26T00:00:00 -9.23846579532857248296e+00
2017-10-27T00:00:00 -1.00355869695736643621e+01
2017-10-28T00:00:00 -9.75874698422592246061e+00
2017-10-29T00:00:00 -9.89729325965722495084e+00
2017-10-30T00:00:00 -1.10964789138132715607e+01
2017-10-31T00:00:00 -1.21674468553962213946e+01
